,id,popularity,original_title,cast,director,genres,production_companies,vote_count,vote_average,budget_adj,revenue_adj,lead_actor,main_director,main_genre,main_production_company,profit
6942,21461,0.029925,Lage Raho Munna Bhai,Sanjay Dutt|Arshad Warsi|Dilip Prabhavalkar|Vidya Balan|Dia Mirza,Rajkumar Hirani,Comedy|Drama|Romance,Unknown,21,8.1,0.0,0.0,Sanjay Dutt,Rajkumar Hirani,Comedy,Unknown,0.0
6943,9695,0.049226,Karla,Laura Prepon|Misha Collins|Patrick Bauchau|Emilie Jacobs|Alex Boyd,Joel Bender,Crime|Drama|Thriller,Quantum Entertainment,13,4.3,0.0,0.0,Laura Prepon,Joel Bender,Crime,Quantum Entertainment,0.0
6944,13141,0.047715,Strangers with Candy,Amy Sedaris|Stephen Colbert|Paul Dinello|Greg Hollimon|Philip Seymour Hoffman,Paul Dinello,Comedy,Unknown,11,5.7,0.0,0.0,Amy Sedaris,Paul Dinello,Comedy,Unknown,0.0
6945,13484,0.139931,The Foot Fist Way,Danny McBride|Ben Best|Mary Jane Bostic|Jody Hill|Collette Wolfe,Jody Hill,Comedy,Gary Sanchez Productions,19,5.3,85451.8635050342,265008.943781435,Danny McBride,Jody Hill,Comedy,Gary Sanchez Productions,179557.08027640084
6946,1596,0.043165,Population 436,James Blicq|Cory Cassidy|Fred Durst|Leigh Enns|David Fox,Michelle MacLaren,Drama|Horror|Mystery|Thriller,Pariah Entertainment Group,24,5.2,0.0,0.0,James Blicq,Michelle MacLaren,Drama,Pariah Entertainment Group,0.0
6947,15422,0.041671,Dark Ride,Patrick Renna|David Clayton Rogers|Alex Solowitz|Andrea Bogart|Jennifer Tisdale,Craig Singer,Horror|Thriller,Unknown,13,3.6,0.0,0.0,Patrick Renna,Craig Singer,Horror,Unknown,0.0
6948,13856,0.040915,Special,Michael Rapaport|Josh Peck|Robert Baker|Jack Kehler|Alexandra Holden,Hal Haberman|Jeremy Passmore,Drama|Fantasy|Science Fiction,Rival Pictures,13,6.5,1081669.15829157,7790.1812780159,Michael Rapaport,Hal Haberman,Drama,Rival Pictures,-1073878.977013554
6949,15543,0.038328,Penny Dreadful,Rachel Miner|Mimi Rogers|Chad Todhunter|Mickey Jones|Liz Davies,Richard Brandes,Horror|Thriller,Brandes Films International,14,4.8,0.0,0.0,Rachel Miner,Richard Brandes,Horror,Brandes Films International,0.0
6950,11211,0.017824,Bring It On: All or Nothing,Hayden Panettiere|Solange Knowles|Gus Carr|Marcy Rylan|Gus Carr,Steve Rash,Comedy,Universal Studios Home Entertainment,84,5.7,0.0,0.0,Hayden Panettiere,Steve Rash,Comedy,Universal Studios Home Entertainment,0.0
6951,13816,0.03626,Idlewild,AndrÃ© Benjamin|Paula Patton|Terrence Howard|Faizon Love|Malinda Williams,Bryan Barber,Action|Crime|Drama|Music|Thriller,Atlas Entertainment|Forensic Films|HBO Films,11,5.5,0.0,0.0,AndrÃ© Benjamin,Bryan Barber,Action,Atlas Entertainment,0.0
6952,18607,0.032666,Comme t'y es belle,MichÃ¨le Laroque|Aure Atika|ValÃ©rie Benguigui|Thierry Neuvic|Alexandre Astier,Lisa Azuelos,Comedy,Unknown,31,5.7,0.0,0.0,MichÃ¨le Laroque,Lisa Azuelos,Comedy,Unknown,0.0
6953,121506,0.073737,The Protector,Tony Dadika|Greg Depetro|Brandon Slagle|Benjamin Toth|Andrew Finnerty,Chris R. Notarile,Drama|Action|Foreign,Blinky Productions,29,7.0,0.0,0.0,Tony Dadika,Chris R. Notarile,Drama,Blinky Productions,0.0
6954,31325,0.024471,Quand j'Ã©tais chanteur,GÃ©rard Depardieu|CÃ©cile De France|Mathieu Amalric|Christine Citti|Patrick Pineau,Xavier Giannoli,Drama|Romance,Unknown,12,5.8,0.0,0.0,GÃ©rard Depardieu,Xavier Giannoli,Drama,Unknown,0.0
6955,10004,0.021863,Desperation,Steven Weber|Tom Skerritt|Charles Durning|Annabeth Gish|Matt Frewer,Mick Garris,Drama|Fantasy|Horror|Thriller|Mystery,Buena Vista|Touchstone Television|Sennet Entertainment,25,5.2,0.0,0.0,Steven Weber,Mick Garris,Drama,Buena Vista,0.0
6956,11345,0.017169,The Zodiac,Justin Chambers|Robin Tunney|Rory Culkin|William Mapother,Alexander Bulkley,Crime|Drama|Thriller,Unknown,20,5.6,0.0,0.0,Justin Chambers,Alexander Bulkley,Crime,Unknown,0.0
6957,286,0.013578,Deutschland. Ein SommermÃ¤rchen,Jens Lehmann|Arne Friedrich|Philipp Lahm|Torsten Frings|Michael Ballack,SÃ¶nke Wortmann,Documentary,Little Shark Entertainment GmbH,10,7.3,0.0,0.0,Jens Lehmann,SÃ¶nke Wortmann,Documentary,Little Shark Entertainment GmbH,0.0
6958,33753,0.012132,Hell,Nicolas Duvauchelle|Christiane Millet|Didier Sandre|Anne-Marie Philipe|Louise Monot,Bruno Chiche,Drama,Unknown,13,6.3,0.0,0.0,Nicolas Duvauchelle,Bruno Chiche,Drama,Unknown,0.0
6959,24115,0.153217,How to Eat Fried Worms,Luke Benward|Hallie Kate Eisenberg|Adam Hicks|Austin Rogers|Alexander Gould,Bob Dolman,Comedy|Drama|Family,New Line Cinema,11,5.7,0.0,14086313.5211565,Luke Benward,Bob Dolman,Comedy,New Line Cinema,14086313.5211565
6960,20605,0.005412,ì§íŒ¨,Ahn Jae-mo|Ahn Gil-kang|Jeong Seok-yong|Lee Beom-soo|Ryoo Seung-wan,Ryoo Seung-wan,Action|Thriller,Weyunaegang Productions,20,6.9,2920506.72738724,0.0,Ahn Jae-mo,Ryoo Seung-wan,Action,Weyunaegang Productions,-2920506.72738724
6961,15412,0.001115,Khosla Ka Ghosla!,Anupam Kher|Boman Irani|Parvin Dabas|Tara Sharma|Navin Nischol,Dibakar Banerjee,Comedy,UTV Motion Pictures,10,6.8,0.0,0.0,Anupam Kher,Dibakar Banerjee,Comedy,UTV Motion Pictures,0.0
6962,673,5.827781,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe|Rupert Grint|Emma Watson|Gary Oldman|David Thewlis,Alfonso CuarÃ³n,Adventure|Fantasy|Family,1492 Pictures|Warner Bros.|Heyday Films|P of A Productions Limited,3550,7.4,150077901.975579,911786234.115985,Daniel Radcliffe,Alfonso CuarÃ³n,Adventure,1492 Pictures,761708332.140406
6963,393,4.535598,Kill Bill: Vol. 2,Uma Thurman|David Carradine|Daryl Hannah|Michael Madsen|Gordon Liu Chia-Hui,Quentin Tarantino,Action|Crime|Thriller,Miramax Films|A Band Apart|Super Cool ManChu,2346,7.5,34633361.9943644,175659789.789346,Uma Thurman,Quentin Tarantino,Action,Miramax Films,141026427.7949816
6964,9801,3.990488,Bridget Jones: The Edge of Reason,RenÃ©e Zellweger|Hugh Grant|Colin Firth|Jim Broadbent|Gemma Jones,Beeban Kidron,Comedy|Romance,Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Atlantic Television,431,6.0,57722269.9906074,46412191.4975558,RenÃ©e Zellweger,Beeban Kidron,Comedy,Miramax Films,-11310078.493051603
6965,38,3.863377,Eternal Sunshine of the Spotless Mind,Jim Carrey|Kate Winslet|Elijah Wood|Mark Ruffalo|Kirsten Dunst,Michel Gondry,Science Fiction|Drama|Romance,Anonymous Content|This Is That Productions|Focus Features,2012,7.8,23088907.9962429,83418061.1597466,Jim Carrey,Michel Gondry,Science Fiction,Anonymous Content,60329153.16350371
6966,11036,3.425628,The Notebook,Rachel McAdams|Ryan Gosling|Gena Rowlands|James Garner|Sam Shepard,Nick Cassavetes,Romance|Drama,New Line Cinema,1929,7.5,33478916.5945523,133457615.92248,Rachel McAdams,Nick Cassavetes,Romance,New Line Cinema,99978699.32792771
6967,9806,3.339406,The Incredibles,Craig T. Nelson|Holly Hunter|Samuel L. Jackson|Jason Lee|Dominique Louis,Brad Bird,Action|Adventure|Animation|Family|Science Fiction,Walt Disney Pictures|Pixar Animation Studios,3064,7.2,106208976.782717,728965418.357159,Craig T. Nelson,Brad Bird,Action,Walt Disney Pictures,622756441.574442
6968,2502,3.196643,The Bourne Supremacy,Matt Damon|Franka Potente|Brian Cox|Julia Stiles|Karl Urban,Paul Greengrass,Action|Drama|Thriller,Universal Pictures|The Kennedy/Marshall Company|Hypnotic|Motion Picture THETA Produktionsgesellschaft|Ludlum Entertainment,1966,7.1,86583404.9859111,333057748.360456,Matt Damon,Paul Greengrass,Action,Universal Pictures,246474343.3745449
6969,652,3.177517,Troy,Brad Pitt|Orlando Bloom|Eric Bana|Brian Cox|Sean Bean,Wolfgang Petersen,War|Adventure|Drama,Plan B Entertainment|Warner Bros.|Nimar Studios|Radiant Productions|Helena Productions,1598,6.8,202027944.967126,574232515.462641,Brad Pitt,Wolfgang Petersen,War,Plan B Entertainment,372204570.495515
6970,2059,2.906282,National Treasure,Nicolas Cage|Diane Kruger|Justin Bartha|Sean Bean|Jon Voight,Jon Turteltaub,Adventure|Action|Thriller|Mystery,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Junction Entertainment,1179,6.4,115444539.981214,401114240.684318,Nicolas Cage,Jon Turteltaub,Adventure,Walt Disney Pictures,285669700.703104
6971,2048,2.791375,"I, Robot",Will Smith|Bridget Moynahan|Alan Tudyk|James Cromwell|Bruce Greenwood,Alex Proyas,Action|Science Fiction,Twentieth Century Fox Film Corporation|Laurence Mark Productions|Davis Entertainment|Overbrook Entertainment|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,2339,6.6,138533447.977457,400863751.430357,Will Smith,Alex Proyas,Action,Twentieth Century Fox Film Corporation,262330303.4529
6972,1824,2.668692,50 First Dates,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus,Peter Segal,Comedy|Romance,Columbia Pictures Corporation|Happy Madison Productions|Anonymous Content|Flower Films (II),1235,6.5,86583404.9859111,226828759.266733,Adam Sandler,Peter Segal,Comedy,Columbia Pictures Corporation,140245354.2808219
6973,10625,2.629934,Mean Girls,Lindsay Lohan|Rachel McAdams|Tim Meadows|Ana Gasteyer|Amy Poehler,Mark Waters,Comedy,Paramount Pictures,1357,6.8,19625571.7968065,148972948.804502,Lindsay Lohan,Mark Waters,Comedy,Paramount Pictures,129347377.00769551
6974,7131,2.499507,Van Helsing,Hugh Jackman|Kate Beckinsale|Richard Roxburgh|David Wenham|Shuler Hensley,Stephen Sommers,Horror|Adventure|Action,"Universal Pictures|Stillking Films|Sommers Company, The",918,5.9,184711263.969943,346630860.772961,Hugh Jackman,Stephen Sommers,Horror,Universal Pictures,161919596.80301803
6975,1487,2.361367,Hellboy,Ron Perlman|Selma Blair|Rupert Evans|John Hurt|Jeffrey Tambor,Guillermo del Toro,Fantasy|Action|Science Fiction,Revolution Studios|Dark Horse Entertainment|Lawrence Gordon Productions|Starlite Films,1314,6.4,76193396.3876018,114658347.656152,Ron Perlman,Guillermo del Toro,Fantasy,Revolution Studios,38464951.2685502
6976,5255,2.241935,The Polar Express,Tom Hanks|Michael Jeter|Eddie Deezen|Chris Coppola|Nona Gaye,Robert Zemeckis,Animation|Adventure|Family|Fantasy,Castle Rock Entertainment|Golden Mean|Universal CGI|Shangri-La Entertainment|Playtone,867,6.4,190483490.969004,353116829.412682,Tom Hanks,Robert Zemeckis,Animation,Castle Rock Entertainment,162633338.443678
6977,809,2.191033,Shrek 2,Mike Myers|Eddie Murphy|Cameron Diaz|Julie Andrews|Antonio Banderas,Andrew Adamson|Kelly Asbury|Conrad Vernon,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,1676,6.5,173166809.971822,1061903622.74202,Mike Myers,Andrew Adamson,Adventure,DreamWorks SKG,888736812.770198
6978,1954,2.186534,The Butterfly Effect,Ashton Kutcher|Amy Smart|William Lee Scott|Elden Henson|Melora Walters,Eric Bress|J. Mackye Gruber,Science Fiction|Thriller,New Line Cinema|FilmEngine|Katalyst Films|BenderSpink|Province of British Columbia Production Services Tax Credit,1126,7.1,15007790.1975579,110897015.620108,Ashton Kutcher,Eric Bress,Science Fiction,New Line Cinema,95889225.4225501
6979,1577,2.17643,Resident Evil: Apocalypse,Milla Jovovich|Sienna Guillory|Oded Fehr|Thomas Kretschmann|Sophie Vavasseur,Alexander Witt,Horror|Action|Science Fiction,Impact Pictures|Constantin Film Ltd.,756,6.1,51950042.9915466,149379272.025202,Milla Jovovich,Alexander Witt,Horror,Impact Pictures,97429229.0336554
6980,163,2.175284,Ocean's Twelve,George Clooney|Brad Pitt|Catherine Zeta-Jones|Julia Roberts|Andy GarcÃ­a,Steven Soderbergh,Thriller|Crime,Village Roadshow Pictures|Section Eight|Jerry Weintraub Productions|Warner Bros.|WV Films III,1376,6.4,126988993.979336,418768465.354169,George Clooney,Steven Soderbergh,Thriller,Village Roadshow Pictures,291779471.374833
6981,693,2.041955,Meet the Fockers,Ben Stiller|Teri Polo|Robert De Niro|Dustin Hoffman|Barbra Streisand,Jay Roach,Comedy|Romance,DreamWorks SKG|Universal Pictures|Everyman Pictures|Tribeca Productions,782,6.1,92355631.9849719,596436064.273978,Ben Stiller,Jay Roach,Comedy,DreamWorks SKG,504080432.2890061
6982,435,2.022895,The Day After Tomorrow,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,Roland Emmerich,Action|Adventure|Science Fiction|Thriller,Lions Gate Films|Twentieth Century Fox Film Corporation|Centropolis Entertainment|Mark Gordon Productions|Mel's Cite du Cinema,1422,6.1,144305674.976518,628332770.733608,Dennis Quaid,Roland Emmerich,Action,Lions Gate Films,484027095.75709
6983,2567,1.911206,The Aviator,Leonardo DiCaprio|Cate Blanchett|Kate Beckinsale|John C. Reilly|Alec Baldwin,Martin Scorsese,Drama,Appian Way|Forward Pass|Cappa Productions|Warner Bros.|Initial Entertainment Group (IEG),834,6.7,133915666.378209,117753430.780839,Leonardo DiCaprio,Martin Scorsese,Drama,Appian Way,-16162235.597369999
6984,1538,1.83193,Collateral,Tom Cruise|Jamie Foxx|Jada Pinkett Smith|Mark Ruffalo|Peter Berg,Michael Mann,Drama|Crime|Thriller,Paramount Pictures|DreamWorks SKG|Parkes/MacDonald Productions|Edge City,810,6.7,75038950.9877896,251396983.988304,Tom Cruise,Michael Mann,Drama,Paramount Pictures,176358033.0005144
6985,747,1.823597,Shaun of the Dead,Simon Pegg|Nick Frost|Kate Ashfield|Lucy Davis|Dylan Moran,Edgar Wright,Horror|Comedy,Universal Pictures|Big Talk Productions|StudioCanal|Film4|Working Title Films,1413,7.4,4617781.59924859,34678837.9075538,Simon Pegg,Edgar Wright,Horror,Universal Pictures,30061056.30830521
6986,36648,1.792138,Blade: Trinity,Wesley Snipes|Kris Kristofferson|Dominic Purcell|Jessica Biel|Ryan Reynolds,David S. Goyer,Science Fiction|Action|Horror|Thriller|Adventure,New Line Cinema|Amen Ra Films|Shawn Danielle Productions Ltd.|Imaginary Forces|Marvel Enterprises,800,5.7,75038950.9877896,148814206.789801,Wesley Snipes,David S. Goyer,Science Fiction,New Line Cinema,73775255.8020114
6987,10304,1.702547,Starship Troopers 2: Hero of the Federation,Billy Brown|Richard Burgi|Kelly Carlson|Cy Carter|Sandrine Holt,Phil Tippett,Adventure|Horror|Action|Science Fiction,Startroop Pictures Inc.|Tippett Studio,100,3.9,8081117.79868504,0.0,Billy Brown,Phil Tippett,Adventure,Startroop Pictures Inc.,-8081117.79868504
6988,594,1.682492,The Terminal,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci|Chi McBride|Diego Luna,Steven Spielberg,Comedy|Drama,DreamWorks SKG|Amblin Entertainment|Parkes/MacDonald Productions,1131,7.0,69266723.9887289,253305240.674159,Tom Hanks,Steven Spielberg,Comedy,DreamWorks SKG,184038516.6854301
6989,11774,1.665648,Lemony Snicket's A Series of Unfortunate Events,Jim Carrey|Meryl Streep|Jude Law|Emily Browning|Liam Aiken,Brad Silberling,Adventure|Fantasy|Comedy|Family,Paramount Pictures|Scott Rudin Productions|Nickelodeon Movies|DreamWorks Pictures|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,747,6.5,161622355.9737,241364107.692208,Jim Carrey,Brad Silberling,Adventure,Paramount Pictures,79741751.718508
6990,70,1.648554,Million Dollar Baby,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,Clint Eastwood,Drama,Lakeshore Entertainment|Malpaso Productions|Epsilon Motion Pictures|Warner Bros.|Albert S. Ruddy Productions,1355,7.6,34633361.9943644,250241793.971209,Clint Eastwood,Clint Eastwood,Drama,Lakeshore Entertainment,215608431.97684458
6991,8920,1.648211,Garfield,Bill Murray|Breckin Meyer|Jennifer Love Hewitt|Stephen Tobolowsky|Evan Arnold,Peter Hewitt,Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Davis Entertainment,435,5.2,57722269.9906074,231817870.537722,Bill Murray,Peter Hewitt,Animation,Twentieth Century Fox Film Corporation,174095600.54711458
6992,11430,1.617857,The Lion King 1Â½,Nathan Lane|Ernie Sabella|Julie Kavner|Jerry Stiller|Matthew Broderick,Bradley Raymond,Animation|Comedy|Family,Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios,374,6.2,0.0,0.0,Nathan Lane,Bradley Raymond,Animation,Walt Disney Television Animation,0.0
6993,10555,1.615629,Shark Tale,Will Smith|Robert De Niro|RenÃ©e Zellweger|Jack Black|Angelina Jolie,Bibo Bergeron|Vicky Jenson|Rob Letterman,Animation|Action|Comedy|Family,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,852,5.8,86583404.9859111,423998956.150469,Will Smith,Bibo Bergeron,Animation,DreamWorks SKG,337415551.16455793
6994,5137,1.590381,Sky Captain and the World of Tomorrow,Jude Law|Gwyneth Paltrow|Giovanni Ribisi|Angelina Jolie|Bai Ling,Kerry Conran,Mystery|Action|Thriller|Science Fiction|Adventure,Paramount Pictures|Natural Nylon Entertainment|Riff Raff Film Productions|Filmauro|Blue Flower Productions,249,5.7,80811177.9868504,66910149.9763107,Jude Law,Kerry Conran,Mystery,Paramount Pictures,-13901028.010539696
6995,12242,1.557067,Mulan II,Ming-Na Wen|BD Wong|Mark Moseley|Lucy Liu|Harvey Fierstein,Darrell Rooney|Lynne Southerland,Animation|Comedy|Family|Action,Walt Disney Pictures|SD Entertainment,253,5.9,0.0,0.0,Ming-Na Wen,Darrell Rooney,Animation,Walt Disney Pictures,0.0
6996,11836,1.556897,The SpongeBob SquarePants Movie,Tom Kenny|Clancy Brown|Rodger Bumpass|Bill Fagerbakke|Carolyn Lawrence,Stephen Hillenburg,Animation|Comedy|Family,Paramount Pictures|Nickelodeon Movies|Paramount Animation,348,6.6,34633361.9943644,161809136.003827,Tom Kenny,Stephen Hillenburg,Animation,Paramount Pictures,127175774.0094626
6997,9711,1.553429,Species III,Natasha Henstridge|Sunny Mabrey|Robert Knepper|Robin Dunne|Amelia Cooke,Brad Turner,Science Fiction|Action|Horror,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),41,4.7,0.0,0.0,Natasha Henstridge,Brad Turner,Science Fiction,FGM Entertainment,0.0
6998,1640,1.539729,Crash,Sandra Bullock|Don Cheadle|Matt Dillon|Michael PeÃ±a|Jennifer Esposito,Paul Haggis,Drama,Blackfriars Bridge Films|Yari Film Group|Bob Yari Productions|ApolloProScreen Filmproduktion|Bull's Eye Entertainment,675,7.1,7503895.09877896,113609042.216682,Sandra Bullock,Paul Haggis,Drama,Blackfriars Bridge Films,106105147.11790304
6999,8699,1.527154,Anchorman: The Legend of Ron Burgundy,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell,Adam McKay,Comedy,Apatow Productions,1002,6.7,30015580.3951158,104562954.67832,Will Ferrell,Adam McKay,Comedy,Apatow Productions,74547374.2832042
7000,10096,1.497252,13 Going On 30,Jennifer Garner|Mark Ruffalo|Judy Greer|Andy Serkis|Kathy Baker,Gary Winick,Comedy|Fantasy|Romance,Columbia Pictures|Revolution Studios|Thirteen Productions,662,6.1,42714479.7930495,111352835.687324,Jennifer Garner,Gary Winick,Comedy,Columbia Pictures,68638355.8942745
7001,14442,1.473411,Ella Enchanted,Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley,Tommy O'Haver,Fantasy|Comedy|Family|Romance,Miramax Films,238,5.7,35787807.3941766,31618836.0696767,Anne Hathaway,Tommy O'Haver,Fantasy,Miramax Films,-4168971.3244999014
7002,10591,1.441361,The Girl Next Door,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant|James Remar|Chris Marquette,Luke Greenfield,Comedy,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Daybreak,484,6.2,28861134.9953037,35108050.3171954,Emile Hirsch,Luke Greenfield,Comedy,Regency Enterprises,6246915.321891699
7003,11024,1.433373,Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Seth Green,Raja Gosnell,Mystery|Fantasy|Adventure|Comedy,Mosaic Media Group|Warner Bros.,263,5.2,0.0,209493550.575329,Freddie Prinze Jr.,Raja Gosnell,Mystery,Mosaic Media Group,209493550.575329
7004,866,1.428313,Finding Neverland,Johnny Depp|Kate Winslet|Julie Christie|Dustin Hoffman|Freddie Highmore,Marc Forster,Drama,Miramax Films|Film Colony,695,7.1,28861134.9953037,134800613.426107,Johnny Depp,Marc Forster,Drama,Miramax Films,105939478.43080328
7005,11247,1.408588,A Cinderella Story,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,Mark Rosman,Comedy,Gaylord Films|Warner Bros.|Dylan Sellers Productions|Clifford Werber Productions,379,5.9,21934462.5964308,80889575.2195062,Hilary Duff,Mark Rosman,Comedy,Gaylord Films,58955112.6230754
7006,395,1.348704,AVP: Alien vs. Predator,Sanaa Lathan|Raoul Bova|Ewen Bremner|Colin Salmon|Tommy Flanagan,Paul W.S. Anderson,Adventure|Science Fiction|Action,Impact Pictures|Studio Babelsberg|Twentieth Century Fox Film Corporation|Davis Entertainment|Stillking Films,696,5.5,80811177.9868504,197622423.162423,Sanaa Lathan,Paul W.S. Anderson,Adventure,Impact Pictures,116811245.17557262
7007,9472,1.338131,DodgeBall: A True Underdog Story,Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long,Rawson Marshall Thurber,Comedy,Twentieth Century Fox Film Corporation|Red Hour Films|Mediastream Vierte Film GmbH & Co. Vermarktungs KG,551,6.2,23088907.9962429,193626249.225367,Vince Vaughn,Rawson Marshall Thurber,Comedy,Twentieth Century Fox Film Corporation,170537341.2291241
7008,10045,1.327137,Banlieue 13,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri,Pierre Morel,Action|Thriller|Science Fiction,Canal Plus|TF1 Films Production|EuropaCorp,351,6.5,13853344.7977457,11064355.944147,David Belle,Pierre Morel,Action,Canal Plus,-2788988.853598701
7009,1966,1.319068,Alexander,Colin Farrell|Angelina Jolie|Val Kilmer|Jared Leto|Jonathan Rhys Meyers,Oliver Stone,War|History|Action|Adventure|Drama,France 3 CinÃ©ma|Intermedia Films|PathÃ© Renn Productions|Egmond Film & Television|Warner Bros.,519,5.6,178939036.970883,193136628.151289,Colin Farrell,Oliver Stone,War,France 3 CinÃ©ma,14197591.180405974
7010,11282,1.318761,Harold & Kumar Go to White Castle,John Cho|Kal Penn|Paula GarcÃ©s|Neil Patrick Harris|David Krumholtz,Danny Leiner,Comedy|Adventure,New Line Cinema,414,6.4,10390008.5983093,27633853.3263266,John Cho,Danny Leiner,Comedy,New Line Cinema,17243844.7280173
7011,176,1.309753,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,James Wan,Horror|Mystery|Crime,Twisted Pictures|Evolution Entertainment|Saw Productions Inc.,1135,7.1,1385334.47977457,119960348.263852,Cary Elwes,James Wan,Horror,Twisted Pictures,118575013.78407744
7012,558,1.304553,Spider-Man 2,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris,Sam Raimi,Action|Adventure|Fantasy,Laura Ziskin Productions|Columbia Pictures Corporation|Marvel Enterprises,2735,6.4,230889079.962429,904815446.895049,Tobey Maguire,Sam Raimi,Action,Laura Ziskin Productions,673926366.93262
7013,9352,1.279087,EuroTrip,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg|Travis Wester|Vinnie Jones,Jeff Schaffer,Comedy,DreamWorks SKG|The Montecito Picture Company|Blue Sea Productions,376,6.4,28861134.9953037,24008824.349747,Scott Mechlowicz,Jeff Schaffer,Comedy,DreamWorks SKG,-4852310.645556703
7014,9509,1.277711,Man on Fire,Denzel Washington|Dakota Fanning|Marc Anthony|Radha Mitchell|Christopher Walken,Tony Scott,Action|Drama|Thriller|Crime,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Scott Free Productions|New Regency Pictures,1002,7.3,80811177.9868504,150416978.751739,Denzel Washington,Tony Scott,Action,Regency Enterprises,69605800.7648886
7015,5966,1.23067,Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,John Hamburg,Comedy|Romance,Universal Pictures|Jersey Films|Loofah Productions,440,5.7,48486706.7921102,198522339.90382,Ben Stiller,John Hamburg,Comedy,Universal Pictures,150035633.1117098
7016,2288,1.208837,Closer,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,Mike Nichols,Drama|Romance,Columbia Pictures,427,6.6,31170025.794928,133344247.075328,Natalie Portman,Mike Nichols,Drama,Columbia Pictures,102174221.28040001
7017,7220,1.131654,The Punisher,Thomas Jane|John Travolta|Will Patton|Roy Scheider|Laura Harring,Jonathan Hensleigh,Action|Crime|Drama,Lions Gate Films|VIP 3 Medienfonds|Valhalla Motion Pictures|Marvel Enterprises|VIP 2 Medienfonds,402,6.0,38096698.1938009,63148284.5864915,Thomas Jane,Jonathan Hensleigh,Action,Lions Gate Films,25051586.392690606
7018,314,1.129322,Catwoman,Halle Berry|Benjamin Bratt|Sharon Stone|Lambert Wilson|Frances Conroy,Pitof,Action|Crime,Village Roadshow Pictures|DiNovi Pictures|Warner Bros.|Frantic Films|Maple Shade Films,415,4.3,115444539.981214,94782713.7501835,Halle Berry,Pitof,Action,Village Roadshow Pictures,-20661826.23103051
7019,13673,1.12564,Christmas with the Kranks,Tim Allen|Jamie Lee Curtis|Dan Aykroyd|M. Emmet Walsh|Elizabeth Franz,Joe Roth,Comedy|Family,Columbia Pictures|1492 Pictures|Revolution Studios,99,5.3,69266723.9887289,0.0,Tim Allen,Joe Roth,Comedy,Columbia Pictures,-69266723.9887289
7020,27,1.1173,9 Songs,Kieran O'Brien|Margo Stilley|The Dandy Warhols|Elbow|Franz Ferdinand,Michael Winterbottom,Drama|Music|Romance,Revolution Films,53,5.2,1154445.39981214,383648.758601772,Kieran O'Brien,Michael Winterbottom,Drama,Revolution Films,-770796.641210368
7021,924,1.107167,Dawn of the Dead,Sarah Polley|Ving Rhames|Jake Weber|Mekhi Phifer|Ty Burrell,Zack Snyder,Fantasy|Horror|Action,New Amsterdam Entertainment|Strike Entertainment|Metropolitan Filmexport|Toho-Towa|Cruel and Unusual Films,546,6.7,32324471.1947401,118164853.186869,Sarah Polley,Zack Snyder,Fantasy,New Amsterdam Entertainment,85840381.9921289
7022,15165,1.075536,Barbie as The Princess & the Pauper,Kelly Sheridan|Roger Monk|Garry Chalk|Janyse Jaud|Pam Hyatt,William Lau,Animation|Family|Comedy,Unknown,83,6.8,0.0,0.0,Kelly Sheridan,William Lau,Animation,Unknown,0.0
